Trade Date,MASI,DSI,FSI 
1997-08-29,98.60,98.00,0
1997-08-22,98.00,98.00,0
1997-08-15,98.00,97.23,0
1997-08-08,97.23,97.23,0
1997-08-01,97.23,95.01,0
1997-07-25,95.01,97.23,0
1997-07-18,97.23,97.23,0
1997-07-11,97.23,100.35,0
1997-07-04,100.35,100.35,0
1997-06-27,100.35,94.57,0
1997-06-20,94.57,94.57,0
1997-06-13,94.57,103.46,0
1997-06-06,103.46,103.46,0
1997-05-30,103.46,103.46,0
1997-05-23,103.46,103.46,0
1997-05-16,103.46,102.79,0
1997-05-09,102.79,100.66,0
1997-05-02,100.66,100.66,0
1997-04-25,100.66,100.66,0
1997-04-18,100.66,100.66,0
1997-04-11,100.66,100.00,0
1997-04-04,100.00,100.00,0
1997-03-28,100.00,100.00,0
1997-03-21,100.00,100.00,0
1997-03-14,100.00,100.00,0
1997-03-07,100.00,100.00,0
1997-02-28,100.00,100.00,0
1997-02-21,100.00,105.00,0
1997-02-14,105.00,100.00,0
1997-02-07,100.00,100.00,0
1997-01-31,100.00,112.50,0
1997-01-24,112.50,112.50,0
1997-01-17,112.50,112.50,0
1997-01-10,112.50,112.50,0
1997-01-03,112.50,112.50,0
1996-12-27,112.50,112.50,0
1996-12-20,112.50,112.50,0
1996-12-13,112.50,112.50,0
1996-12-06,112.50,112.50,0
1996-11-29,112.50,112.50,0
1996-11-22,112.50,112.50,0
1996-11-15,112.50,0.00,0
0000-00-00,0.00,0.00,0
0000-00-00,0.00,0.00,0
0000-00-00,0.00,12618.16,0
0000-00-00,16063.48,15691.96,0
0000-00-00,19925.66,15793.42,0
0000-00-00,20321.89,0.00,0
0000-00-00,0.00,0.00,0
0000-00-00,0.00,0.00,0
0000-00-00,0.00,0.00,0
0000-00-00,0.00,0.00,0
0000-00-00,0.00,0.00,0
0000-00-00,0.00,0.00,0
0000-00-00,0.00,0.00,0
0000-00-00,0.00,0.00,0
0000-00-00,0.00,0.00,0
0000-00-00,0.00,0.00,0
0000-00-00,0.00,0.00,0
0000-00-00,0.00,0.00,0
0000-00-00,0.00,0.00,0
0000-00-00,0.00,0.00,0
0000-00-00,0.00,0.00,0
0000-00-00,0.00,0.00,0
0000-00-00,0.00,0.00,0
0000-00-00,0.00,0,0
